room_price,room_commonFee,room_initialFeeText,room_initialOtherFeeText,building_year,room_layoutText,room_facing,room_area,room_detailText,building_structure,room_parking,room_tatalRooms,room_contract,room_period,room_renewalFeeText,room_otherFeeText,room_guarantyText,room_insuranceText,room_manage,room_state,room_move-in,room_lifullID,room_trans,room_begin,room_update,room_url
16万円,"5,000円",1ヶ月/1ヶ月,-/-,2024年3月(築1年),1LDK,南東,33.66㎡,角部屋、二人入居可、コンロ三口、システムキッチン、給湯、専用バス、専用トイレ、バス・トイレ別、追焚機能、シャワー、シャワー付洗面化粧台、温水洗浄便座、浴室乾燥機、洗面所独立、浴室暖房、オートバス、オートロック、防犯カメラ、TVモニタ付インターホン、ディンプルキー、エアコン、クローゼット、シューズボックス、CS対応、BS対応、公営水道、都市ガス、下水、フローリング、室内洗濯機置場、24時間換気システム、室内洗濯物干し、複層ガラス・複層サッシ、全室フローリング、タイル貼り、宅配ボックス、耐震構造、初期費用カード決済可、施工会社：パナソニックホームズ株式会社,鉄骨造,-,-,-,2年間,新賃料の1ヶ月分,-,利用可保証会社：日本セーフティー株式会社保証会社利用料：初回：賃料等の50％、月額：800円,要,-,空家,相談（2024年3月26日以降）,0140192-0000122,仲介★,2024/03/08,2024/03/20,https://www.homes.co.jp/chintai/room/11db0caf9b6c8625af68fd97636c93e10e4ccef1/
11.9万円,"3,300円",無/1ヶ月,-/-,2012年2月(築13年),"1DK ( 洋室 6.6帖
ダイニングキッチン 8.4帖 )",北東,38㎡,角部屋、保証人不要、ガスコンロ設置済、コンロ三口、システムキッチン、給湯、専用バス、専用トイレ、バス・トイレ別、追焚機能、シャワー、シャワー付洗面化粧台、温水洗浄便座、浴室乾燥機、洗面所独立、オートロック、TVモニタ付インターホン、エアコン、クローゼット、シューズボックス、CS対応、BS対応、都市ガス、下水、フローリング、バルコニー、室内洗濯機置場、照明器具付き、駐輪場あり、家賃・初期費用カード決済可、住まい探し特典あり、火災保険要加入／更新事務手数料22000円／収納手数料170円（月額）／24時間サポート費用330円（月額）／鍵セット費3300円,鉄骨造,無,-,-,2年間,-,"室内清掃費用：45,000円",加入要保証会社：ハウスリーブ保証会社利用料：　契約時保証委託料：22，000円／月額保証委託料：賃料総額の2．2％又は5．5％,要,-,-,2024年04月 上旬,3701167-0263970,仲介,2024/03/01,2024/03/20,https://www.homes.co.jp/chintai/room/c85c595b25e44c2a0409ad7bd11605c03d07f2a6/
11万円,"3,000円",1ヶ月/1ヶ月,-/-,2008年9月(築16年),"1DK ( ダイニングキッチン 6.9帖
洋室 6.1帖 )",-,32.55㎡,角部屋、楽器不可、事務所不可、二人入居可、ペット不可、保証人不要、ガスコンロ設置済、コンロ二口、システムキッチン、給湯、専用バス、専用トイレ、バス・トイレ別、追焚機能、シャワー、シャワー付洗面化粧台、温水洗浄便座、浴室乾燥機、洗面所独立、浴室暖房、オートバス、オートロック、TVモニタ付インターホン、ディンプルキー、エアコン、ウォークインクローゼット、シューズボックス、CATV、BS対応、公営水道、都市ガス、下水、フローリング、バルコニー、室内洗濯機置場、24時間換気システム、初期費用カード決済可、住まい探し特典あり、◎シエル池袋店（池袋駅北口1分）。当物件はご予約の上ご来店いただきましたお客様限定でクレジット決済可能です。1年未満解約時、賃料1ヶ月分違約金。駐輪場無し。退去時の清掃費用、原状回復費用は借主負担。,鉄骨造,"近隣 30,000円(税込) 物件からの距離500m",-,-,2年間,-,"鍵交換費用：19,800円、室内清掃費用：49,500円",加入要保証会社：詳細はお問い合わせください。保証会社利用料：初回保証料　賃料+管理費(共益費)の50％　月額手数料1、000円,要,-,空家,2024年04月 中旬,0108440-0074872,仲介,2024/03/19,2024/03/20,https://www.homes.co.jp/chintai/room/f3aebd02a6abae66b5c2ae0ae034e2e60e0f5dc2/
17.5万円,"10,000円",1ヶ月/1ヶ月,-/-,2024年3月(新築),"1LDK ( 洋室 4.7帖
リビングダイニングキッチン 12帖 )",南西,47.96㎡,角部屋、二人入居可、IHコンロ、コンロ三口、システムキッチン、カウンターキッチン、給湯、専用バス、専用トイレ、バス・トイレ別、追焚機能、シャワー、温水洗浄便座、浴室乾燥機、洗面所独立、セキュリティ会社加入済、TVモニタ付インターホン、エアコン、クローゼット、公営水道、都市ガス、下水、メゾネット、フローリング、出窓、室内洗濯機置場、照明器具付き、タイル貼り、駐輪場あり、デザイナーズ、住まい探し特典あり、口座振替手数料550円(月額)　お車でご案内いたします。お気軽にお問い合わせください。　ALSOK料金：入居者負担　退去時クリーニング費用：55000円　退去時エアコンクリーニング費用：11000円／台,RC(鉄筋コンクリート),無,-,-,2年間,新賃料の1ヶ月分,"入居者サポート：18,480円、消毒：22,770円、光触媒コーティング：27,940円",-,要,管理組合：無,未完成,2024年04月 上旬,0148963-0047620,仲介,2024/03/07,2024/03/21,https://www.homes.co.jp/chintai/room/6dc1a31630133663c93273cd9343106e7f324574/
10万円,"5,500円",無/10万円,-/-,2008年2月(築17年),1K,-,20.23㎡,電気コンロ、バス・トイレ別、温水洗浄便座、オートロック、TVモニタ付インターホン、エアコン、光ファイバー、バルコニー、室内洗濯機置場、住まい探し特典あり、月額(環境維持費　550円),RC(鉄筋コンクリート),無,16戸,入居者負担額：～,-,-,"鍵交換費用：16,500円、室内清掃費用：41,800円、抗菌施工（任意）：23,760円",加入要保証会社利用料：　保証料：127190円（契約内容により100～120％で変動有）※記載金額は120％の場合,要,-,-,2024年04月 中旬,3701028-0366015,仲介,2024/03/10,2024/03/20,https://www.homes.co.jp/chintai/room/b1ce13cc95484ee0ec2f638b1545486e42f6f47a/
9.9万円,"5,500円",無/9.9万円,-/-,2008年2月(築17年),1K,-,20.23㎡,電気コンロ、バス・トイレ別、温水洗浄便座、オートロック、TVモニタ付インターホン、エアコン、光ファイバー、バルコニー、室内洗濯機置場、住まい探し特典あり、月額(環境維持費　550円),RC(鉄筋コンクリート),無,16戸,入居者負担額：～,-,-,"鍵交換費用：16,500円、室内清掃費用：41,800円、抗菌施工（任意）：23,760円",加入要保証会社利用料：　保証料：125990円（契約内容により100～120％で変動有）※記載金額は120％の場合,要,-,-,2024年04月 中旬,3701028-0366023,仲介,2024/03/10,2024/03/20,https://www.homes.co.jp/chintai/room/aaacb03bca923b6e4afefdc7c33ca8808a633551/
16.6万円,"6,000円",2ヶ月/1ヶ月,-/-,2019年7月(築5年),"1LDK ( 洋室 6.6帖
リビングダイニングキッチン 10.6帖 )",西,42.02㎡,角部屋、楽器不可、事務所不可、ペット相談、ガスコンロ設置済、コンロ三口、システムキッチン、給湯、専用バス、専用トイレ、バス・トイレ別、追焚機能、シャワー、温水洗浄便座、浴室乾燥機、洗面所独立、オートバス、セキュリティ会社加入済、オートロック、防犯カメラ、TVモニタ付インターホン、エアコン、クローゼット、シューズボックス、CATV、インターネット対応、インターネット使用料無料、公営水道、都市ガス、下水、フローリング、バルコニー、室内洗濯機置場、タイル貼り、エレベーター、ごみ出し24時間OK、宅配ボックス、駐車場あり、バイク置き場あり、駐輪場あり、解約予告2ヶ月前/短期解約に伴う違約金あり　保証会社利用必須/利用時敷金1ヶ月緩和　ペット飼育可：小型犬・猫併せて2匹まで/飼育時敷金1ヶ月追加　当社指定の家財保険にご加入いただきます,RC(鉄筋コンクリート),"空有 33,000円(税込) 物件からの距離0m",-,-,2年間,新賃料の1ヶ月分,"鍵交換費用：30,800円",加入要保証会社：オリコフォレントインシュア保証会社利用料：初回保証委託料：月額総賃料等40％　収納代行手数料：月1000円　年間保証料無　保証会社利用時敷金1ヶ月緩和 大手法人様等、保証会社利用できない場合敷金2ヶ月で相談可,要,管理員：日勤、管理形態：全部委託、管理組合：有,空家,2024年03月 下旬,0000952-0038402,一般媒介★,2024/03/10,2024/03/21,https://www.homes.co.jp/chintai/room/d917b7d2db16a4745159098fc5965fc09581a4fe/
16.6万円,"6,000円",2ヶ月/1ヶ月,-/-,2019年7月(築5年),"1LDK ( リビングダイニングキッチン 10.6帖
洋室 6.6帖 )",西,40.02㎡,角部屋、二人入居可、ペット相談、保証人不要、ガスコンロ設置済、コンロ三口、システムキッチン、給湯、専用バス、専用トイレ、バス・トイレ別、追焚機能、シャワー、シャワー付洗面化粧台、温水洗浄便座、浴室乾燥機、洗面所独立、オートロック、防犯カメラ、TVモニタ付インターホン、エアコン、クローゼット、シューズボックス、CS対応、BS対応、光ファイバー、インターネット使用料無料、都市ガス、フローリング、バルコニー、室内洗濯機置場、24時間換気システム、全室フローリング、エレベーター、宅配ボックス、駐車場あり、バイク置き場あり、駐輪場あり、初期費用カード決済可、★タウンハウジングは周辺環境まで詳しく案内★豊富な物件情報で楽しいお部屋探しを！町の案内人〜高田馬場周辺の賃貸物件・お部屋探しはタウンハウジングへ！ご相談を心よりお待ちしております！★,RC(鉄筋コンクリート),"空有 33,000円(税込) 物件からの距離0m",-,-,2年間,新賃料の1ヶ月分,-,加入要保証会社：その他保証会社利用料：0.50ヶ月 初回保証料：総賃料の50％、年間：1万円,要,-,空家,相談,0005042-0264875,仲介,2024/03/10,2024/03/20,https://www.homes.co.jp/chintai/room/1187e7b22682414d0e0f44bdf47df9fa22efa9f4/
15.6万円,"6,000円",2ヶ月/1ヶ月,-/-,2019年7月(築5年),"1LDK ( リビングダイニングキッチン 10.6帖
洋室 6.6帖 )",北,40.02㎡,角部屋、二人入居可、ペット相談、保証人不要、即入居可、ガスコンロ設置済、コンロ三口、システムキッチン、専用バス、専用トイレ、バス・トイレ別、追焚機能、温水洗浄便座、浴室乾燥機、洗面所独立、オートバス、オートロック、防犯カメラ、TVモニタ付インターホン、エアコン、全居室収納、クローゼット、CATV、インターネット対応、公営水道、都市ガス、下水、フローリング、バルコニー、室内洗濯機置場、エレベーター、ごみ出し24時間OK、宅配ボックス、耐震構造、駐車場あり、駐輪場あり、住まい探し特典あり、収納はクロゼット・全居室収納など豊富なので、広々と空間を利用することも可能です。共用部には宅配ボックス・ゴミ出し24時間OKなどが備わっておりとても充実しています。室内設備は浴室乾燥機・洗面所独立などが揃っており、とても充実しています。セキュリティ面は、TVインターホン・オートロックなどを備え付けているので安心して暮らせます。流行の海外映画もBS・CSでチェックできますよ。駐輪場付きの物件です。,RC(鉄筋コンクリート),"空有 (1台) 33,000円",-,-,2年間,新賃料の1ヶ月分,"仲介手数料：171,600円",加入要保証会社利用料：　オリコフォレントインシュア　保証会社（）利用必須（初回保証委託料（基本）：個人法人ともに40％）,要,管理員：日勤,空家,即時,0149690-0012475,仲介,2024/03/10,2024/03/21,https://www.homes.co.jp/chintai/room/b4065d1c43e3a62adc7e81b6ec8fa3971c9d8af9/
9.7万円,"7,000円",1ヶ月/2ヶ月,-/1ヶ月（退去時）,2005年3月(築20年),"1K ( キッチン 2帖
洋室 7.5帖 )",南,23.83㎡,角部屋、楽器相談可、保証人不要、ガスコンロ設置済、コンロ二口、システムキッチン、給湯、専用バス、専用トイレ、バス・トイレ別、シャワー、オートロック、エアコン、クローゼット、シューズボックス、CS対応、BS対応、光ファイバー、公営水道、都市ガス、下水、フローリング、バルコニー、室内洗濯機置場、南面バルコニー、エレベーター、宅配ボックス、初期費用カード決済可、住まい探し特典あり、当物件は初期費用分割払い可（クレジットカード決済も可）/お客様のご希望に合わせた方法（店頭、オンライン等）で物件をご提案いたします。初期費用のお見積りや入居希望日のご相談もお気軽にお問い合わせください/契約期限は2026年3月20日迄/24hサポート 2年毎22000円/室内清掃費用借主負担（退去時）/敷地内禁煙,RC(鉄筋コンクリート),"近隣 30,800円(税込) 物件からの距離251m",25戸,定期借家,2年間,-,"鍵交換費用：16,500円、除菌消臭施工費用：16,500円",加入要保証会社：あんしん保証保証会社利用料：月額賃料等の35％（初回保証料）、2年毎に月額賃料等の35％,要,-,空家,2024年03月 下旬,0121804-0079807,仲介,2024/03/02,2024/03/20,https://www.homes.co.jp/chintai/room/a183c92946034b73118435ea2196d187c7cadcd1/
